year,month,monthly anomaly,monthly unc.,annual anomaly,annual unc.,five-year anomaly,five-year unc.,ten-year anomaly,ten-year unc.,twenty-year anomaly,twenty-year unc.
1869.12,-0.442,0.205,-0.311,0.110,-0.310,0.084,-0.322,0.084,-0.348,0.079
1870.1,-0.331,0.248,-0.300,0.106,-0.307,0.083,-0.326,0.084,-0.348,0.078
1870.2,-0.519,0.245,-0.307,0.104,-0.302,0.082,-0.327,0.083,-0.348,0.078
1870.3,-0.374,0.240,-0.318,0.107,-0.302,0.081,-0.327,0.083,-0.346,0.078
1870.4,-0.325,0.192,-0.330,0.110,-0.304,0.080,-0.326,0.083,-0.346,0.078
1870.5,-0.266,0.187,-0.343,0.111,-0.315,0.079,-0.326,0.082,-0.345,0.078
1870.6,-0.163,0.185,-0.356,0.112,-0.320,0.077,-0.326,0.081,-0.345,0.078
1870.7,-0.136,0.204,-0.373,0.114,-0.317,0.077,-0.327,0.080,-0.345,0.078
1870.8,-0.330,0.191,-0.379,0.115,-0.307,0.076,-0.327,0.080,-0.346,0.078
1870.9,-0.246,0.196,-0.372,0.117,-0.306,0.076,-0.328,0.079,-0.346,0.077
1870.10,-0.378,0.225,-0.353,0.121,-0.311,0.075,-0.327,0.079,-0.346,0.077
1870.11,-0.370,0.225,-0.357,0.124,-0.314,0.075,-0.330,0.078,-0.345,0.077
1870.12,-0.602,0.200,-0.364,0.124,-0.316,0.074,-0.330,0.077,-0.342,0.077
1871.1,-0.539,0.261,-0.367,0.121,-0.321,0.074,-0.333,0.077,-0.337,0.077
1871.2,-0.580,0.285,-0.359,0.120,-0.322,0.074,-0.333,0.077,-0.335,0.077
1871.3,-0.292,0.216,-0.373,0.120,-0.324,0.074,-0.332,0.077,-0.333,0.077
1871.4,-0.101,0.204,-0.365,0.117,-0.328,0.074,-0.330,0.076,-0.331,0.076
1871.5,-0.314,0.215,-0.382,0.118,-0.328,0.075,-0.332,0.076,-0.329,0.076
1871.6,-0.246,0.178,-0.367,0.122,-0.329,0.074,-0.333,0.075,-0.329,0.076
1871.7,-0.177,0.168,-0.363,0.130,-0.329,0.074,-0.335,0.075,-0.329,0.075
1871.8,-0.223,0.178,-0.352,0.130,-0.334,0.074,-0.336,0.075,-0.329,0.075
1871.9,-0.426,0.195,-0.356,0.133,-0.337,0.074,-0.336,0.074,-0.328,0.075
1871.10,-0.281,0.169,-0.378,0.128,-0.339,0.074,-0.336,0.074,-0.327,0.075
1871.11,-0.568,0.250,-0.372,0.125,-0.341,0.074,-0.339,0.073,-0.328,0.074
1871.12,-0.419,0.237,-0.378,0.121,-0.343,0.075,-0.344,0.073,-0.327,0.074
1872.1,-0.491,0.380,-0.375,0.119,-0.343,0.075,-0.344,0.071,-0.322,0.074
1872.2,-0.448,0.274,-0.363,0.118,-0.343,0.075,-0.342,0.071,-0.320,0.073
1872.3,-0.342,0.281,-0.345,0.116,-0.345,0.076,-0.339,0.071,-0.318,0.073
1872.4,-0.370,0.200,-0.340,0.115,-0.347,0.076,-0.338,0.070,-0.317,0.073
1872.5,-0.240,0.183,-0.329,0.113,-0.351,0.076,-0.335,0.070,-0.317,0.073
1872.6,-0.322,0.158,-0.337,0.114,-0.349,0.076,-0.334,0.069,-0.317,0.072
1872.7,-0.140,0.173,-0.322,0.107,-0.353,0.076,-0.331,0.069,-0.316,0.072
1872.8,-0.071,0.168,-0.293,0.105,-0.351,0.076,-0.326,0.069,-0.315,0.072
